14225,64730560446,96633,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,30STOCKS,417178019,14881,19987,9f0bb3e3-5590-4015-bed1-1f539df8e0ec
17367,33970665237,83844,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,31STOCKS,517191350,61535,92968,48dc5940-41b4-465d-8d5c-197ebf584e59
17447,26084730484,18879,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,32STOCKS,650760104,70084,31704,c5b2a63e-2af5-4a20-9dc9-322e995f7776
13580,5425466109,82269,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,33STOCKS,582309908,20664,53074,a77a9239-e354-40f1-89d9-0406a77cb670
9622,68633827015,88992,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,34STOCKS,328283761,30594,58114,861c016b-abb8-475f-a208-57a75cd14c4e
8036,1132471252,73936,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,35STOCKS,753787268,27434,96638,87f8841e-c6ae-49dc-8fed-80d49b40530f
8918,35292114547,50873,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,36STOCKS,602505988,98722,34948,57e5d93f-c9f5-4650-a559-e7ab6dc56e22
19769,28886066294,20618,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,37STOCKS,913520256,68193,65749,b119f8b7-9374-4ac4-90a0-979dc0f42c38
8358,74375402937,63961,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,38STOCKS,532997825,73379,38774,e9418852-b5bf-49ad-bb89-484880cdf083
1720,90078898822,91649,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,39STOCKS,819043613,64235,87059,7ea4d7e3-0800-4bf6-ae88-da9ff656dca4
8799,9921773627,75622,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,40STOCKS,594163345,96825,27556,1c146e27-dcaa-44a8-a0eb-7ba7cca9f936
1534,63394203880,69286,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,41STOCKS,398064591,18081,32486,6b47e216-264d-41c7-8b60-ba662ff86c1a
5958,51138331443,89180,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,42STOCKS,831801645,32453,25713,b22493db-5839-461e-8bbb-0d543e7232a0
16412,41691445893,13939,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,43STOCKS,344630549,48833,89345,ce7a080f-e896-4860-bf1f-81e40c978c09
11975,10843845578,73333,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,44STOCKS,382073988,76618,29291,22324a8f-ab46-4578-9989-a4a99323daa8
6646,66767585313,23014,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,45STOCKS,309324140,48925,57857,703dc21b-0920-4c5c-b67e-8a4f29cec64b
18355,36130438247,47206,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,46STOCKS,132616845,97820,76492,a08cdb8a-9c20-4e09-93ee-32953fe6ab69
18336,17559630078,25756,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,47STOCKS,542554786,49806,48364,0fbc7cea-6c12-43e8-88a8-fed0f7742d06
9613,84501471325,68605,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,48STOCKS,294912547,36707,95824,99b6b6b5-7ea1-4995-a31a-35431aa516b7
10945,5418686075,10317,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,49STOCKS,624021022,85771,37168,c7a4b66e-9d7a-4b67-a7e5-bec790d18733
17185,54136086613,61051,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,50STOCKS,381709496,72947,42409,8c265cce-f857-4317-bcf9-d2135baa838c
9592,27586547339,35846,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,51STOCKS,183477199,73576,10146,de111103-38aa-437d-bd65-91c86039b6e5
147,28397574894,64214,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,52STOCKS,819151414,28751,42545,493c7d9d-18ad-443a-8db2-499d65ca2243
15386,10209295153,22360,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,53STOCKS,205333668,83609,31506,5725dabf-e419-437c-8cf7-0190d0099005
15244,81383604547,97708,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,54STOCKS,635271851,81502,16385,682bd12a-3ec9-4252-b619-1bb81f010ed2
14862,41310451647,70065,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,55STOCKS,981202948,74449,60575,d266c5e8-3e52-4189-b20c-bd2bebecf9ad
3504,12807925487,16497,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,56STOCKS,133640233,88768,49089,9bc405e3-8ea6-49c5-a96e-74305ef357cf
17482,99730636495,80962,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,57STOCKS,675682307,62329,59407,248e8164-3a6d-48c0-8425-12a9fb45f0c4
16820,45771731352,57867,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,58STOCKS,601275037,50854,66251,a49a0567-55f7-472e-b6ff-388b04a5c335
9080,13736007675,42437,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,59STOCKS,848410083,86302,45443,dc94b41c-be51-489b-81b0-6d87df7e65c6
16108,17379239253,92226,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,60STOCKS,995597451,48633,90544,76c7db21-b42b-4bcc-b122-49752d97f633
342,19877774889,61230,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,61STOCKS,903283959,17460,96354,876144da-fc5f-443a-a5e2-e694aa95525e
15933,71077896109,58441,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,62STOCKS,877376348,75880,12953,f55a44ed-21ca-468e-8159-997c4a8f2d64
9514,23051724539,87915,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,63STOCKS,338781510,80009,23461,243dac7b-6e55-421f-b1bc-9920c959b2b9
317,13127140607,26627,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,64STOCKS,890566295,95635,64783,33eae55d-0728-4d71-a58d-71acd6e315c0
4452,10093877379,35731,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,65STOCKS,253236988,84927,78539,b4f6cad1-5ca3-4e03-96f7-12b0f4ac31e4
14397,2628294901,28196,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,66STOCKS,259982471,52816,90634,142ab91b-cd77-4ed3-9876-e88faf56a338
2962,77167218925,72427,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,67STOCKS,418926476,24711,49148,fddc0902-e46b-4ccd-9a69-1c31451e9efc
8679,35414979913,92272,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,68STOCKS,672265434,90540,89210,cab82a3f-4883-4b7b-9c31-f19c3dad6074
4823,75337982618,81338,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,69STOCKS,608680249,64812,65240,476d8794-5e1e-4dfc-9b08-edd7026140e2
1239,84476619699,55730,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,70STOCKS,302010315,34390,98315,12ae67b6-1bf7-422d-ae75-cadc9cd1cafe
11561,6811586930,45102,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,71STOCKS,419826594,22938,75652,77b6dee4-d837-456c-ad4c-07e51de4bed1
776,13367121627,49013,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,72STOCKS,234769581,67498,94381,f641efc6-8cb4-4e83-a48a-bd120bef94ab
9306,66808810715,76955,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,73STOCKS,550481843,98592,85012,466db6da-131c-4978-9efc-dcb40a23f16e
5101,64373486850,53422,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,74STOCKS,452454135,84268,90927,a5ea2ae5-abff-427a-be91-2d4cfcc9b84a
19185,29797217768,24833,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,75STOCKS,202013258,99321,38491,8cf0765d-7bcc-441b-a791-f03dec93c24c
18378,23027361530,55772,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,76STOCKS,779083165,92357,86402,3b74986c-4ebb-41da-94ff-60934fb87fb3
2615,76965327457,80119,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,77STOCKS,994948179,56770,94462,48e699fc-f4a7-46c7-9212-4bb193b2324d
2144,51348665628,30528,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,78STOCKS,819558913,80968,50831,7ddafb26-7004-492a-81b1-62636412362b
4470,29871116431,38323,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,79STOCKS,831281244,60082,39978,db331736-1b2e-4604-b145-5638706bf885
3287,37310119185,86115,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,80STOCKS,358924738,49465,84782,0a4c0bf9-6d5d-4353-b7dd-60f4fb7f49db
5022,31786249013,43210,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,81STOCKS,928203631,48871,34792,78f4190c-53d6-4cbc-ada0-12b1b46d5eb1
13301,35835794671,73566,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,82STOCKS,561216149,88837,29640,3ca34b06-9026-459f-8e2c-2d74cbe10cca
16235,25545152192,29550,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,83STOCKS,502466315,95858,10671,1e1d3997-d6af-4e05-9329-e05ab98b1521
11436,15566578313,70787,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,84STOCKS,216418712,50882,47538,c5379d6e-3d2e-41ce-891c-fa4b1d27d64f
14698,23704003517,35433,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,85STOCKS,443176239,55861,70537,bc8b8f22-5730-47ac-95e6-8e4e7ea1b91f
16874,28981617802,22383,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,86STOCKS,621140145,36420,24159,a3fc1c87-39a0-4008-8e43-0e6eaf97568f
2396,69806749091,81278,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,87STOCKS,667661502,43540,68540,0631346d-824c-4e27-9caf-4ff4ef65616f
16735,9573278544,12098,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,88STOCKS,747394490,16074,30688,e86b51ed-59c2-4bc0-9f0e-a3872febb06c
18290,30827840494,45056,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,89STOCKS,280535980,15754,26978,d71f53a0-bbac-4daa-b099-a16c4060a0e1
15058,86235520048,15816,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,90STOCKS,897448488,90606,69540,0810c26b-e951-4ff1-a21d-10ea4bec9fa1
4385,52087159283,97644,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,91STOCKS,222220073,73738,98798,8497caae-bf9b-4156-b8db-a2539fc4853a
8580,22829713377,96987,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,92STOCKS,868122237,24624,25052,a4195415-3855-4376-96c6-690a9d1cf65a
5653,40654581184,37461,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,93STOCKS,498465712,76815,27509,0889c794-0b06-4b61-ac21-b265b1c5ecfb
6353,48457154332,61770,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,94STOCKS,451462688,28318,27417,f13e6d7a-159e-4147-b91c-5cb86bb43b9d
15754,7539597860,93131,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,95STOCKS,876990665,29275,97279,d2ef0328-f316-4981-90aa-fca1db9931f9
8098,95654163859,67876,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,96STOCKS,690568630,49264,69258,555d3996-c9f2-420d-bf6a-80eb01faf953
11480,77620372341,28506,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,97STOCKS,847806613,19202,29978,c2a807df-593f-481e-9b66-f2b9f9ad5d96
9682,44272369490,92699,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,98STOCKS,238860612,46177,86647,4fc70f6c-5b4e-4a33-9acb-5579c36b4eed
15747,29297279067,47306,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,99STOCKS,798452549,36638,38139,5bb68577-99d7-4255-aaa1-c43f80a6a953
19927,98456967382,12992,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,100STOCKS,551634325,61640,34201,fb274bb1-c4ef-421b-805f-7c386a362f1e
9169,16277687723,99423,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,101STOCKS,908904065,95047,31439,5e8d7c09-858c-429f-b444-3318ac7118d4
639,15100315723,78955,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,102STOCKS,772754243,72579,59609,fbb4df9b-eb40-4503-8e99-8dd95051e193
6550,18126854071,16581,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,103STOCKS,729766745,16757,62249,d7c13471-3421-48a3-a353-bea0cf60858d
18692,8188411294,60768,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,104STOCKS,383339511,88585,40850,3099394b-b304-47fb-8ad7-1a4115b99b6a
324,3511553590,89009,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,105STOCKS,754390552,59122,34079,4c14b7cc-c78d-4d55-bb6a-9e83df587ecb
15428,42795013048,69309,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,106STOCKS,108832649,95932,27498,c5850cd7-9d5e-49e9-a863-437cf2a4b64a
6313,97369098817,93959,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,107STOCKS,815231710,43625,86102,2b1f5761-eb76-493b-9b7b-27d04d6e34b4
2311,79968224212,46134,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,108STOCKS,655551754,72442,60288,7f5ba00c-8562-4637-9030-ab8fa72baa62
17145,52481517534,41202,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,109STOCKS,238177153,16968,61162,5446cf42-0d2a-45b1-8719-8561922c4b59
13893,20744577265,80047,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,110STOCKS,876400966,47395,23967,ef66688d-a64c-4ae4-8b6d-fae0cce55a5e
19174,27435750465,15248,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,111STOCKS,938229067,39324,62328,347a2394-d832-48af-8716-c45dc1ca5797
7910,5937456806,90004,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,112STOCKS,470605612,94939,32095,4ceb1f6d-3046-4a3b-af69-b319be797778
4284,20836875425,51361,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,113STOCKS,475085346,75151,90784,2bb0d9a7-891e-450e-9ced-5b06a1e53140
9401,75287745388,11476,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,114STOCKS,865963372,36426,67622,9e3c6329-2862-4e16-a7f4-d6cd0acaf4f2
18185,46201784980,85497,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,115STOCKS,248468764,91815,71975,0feb74ba-6702-400c-85c5-6bb6c4980d34
357,12943343514,97175,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,116STOCKS,540041096,50520,14816,67e0a3a8-a146-45ae-a3dc-f28bbc167dd2
11810,78928064063,42472,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,117STOCKS,367836105,28699,76911,a6503b16-cecd-427a-9a0c-8bfc6bb12ee5
10487,57760564308,53415,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,118STOCKS,423938816,62672,10400,734631a5-baa0-4288-8898-3bb30eb5d0d5
