100072,200000012000012,1001,200000012000012,1001,123456,19281,3680042
100073,200000013000013,1002,200000013000013,1002,123456,19282,3680144
100074,200000014000014,1001,200000014000014,1001,123456,19283,3680246
100075,200000015000015,1002,200000015000015,1002,123456,19284,3680348
100076,200000016000016,1001,200000016000016,1001,123456,19285,3680450
100077,200000017000017,1002,200000017000017,1002,123456,19286,3680552
100078,200000018000018,1001,200000018000018,1001,123456,19287,3680654
100079,200000019000019,1002,200000019000019,1002,123456,19288,3680756
100080,200000018000018,1001,200000018000018,1001,123456,19289,3680858
100081,200000019000019,1002,200000019000019,1002,123456,19290,3680960
100082,200000000000000,1001,200000000000000,1001,123456,19291,3681062
100083,200000001000001,1002,200000001000001,1002,123456,19292,3681164
100084,200000002000002,1001,200000002000002,1001,123456,19293,3681266
100085,200000003000003,1002,200000003000003,1002,123456,19294,3681368
100086,200000004000004,1001,200000004000004,1001,123456,19295,3681470
100087,200000005000005,1002,200000005000005,1002,123456,19296,3681572
100088,200000006000006,1001,200000006000006,1001,123456,19297,3681674
100089,200000007000007,1002,200000007000007,1002,123456,19298,3681776
100090,200000008000008,1001,200000008000008,1001,123456,19299,3681878
100091,200000009000009,1002,200000009000009,1002,123456,19300,3681980
100092,200000010000010,1001,200000010000010,1001,123456,19301,3682082
100093,200000011000011,1002,200000011000011,1002,123456,19302,3682184
100094,200000012000012,1001,200000012000012,1001,123456,19303,3682286
100095,200000013000013,1002,200000013000013,1002,123456,19304,3682388
100096,200000014000014,1001,200000014000014,1001,123456,19305,3682490
100097,200000015000015,1002,200000015000015,1002,123456,19306,3682592
100098,200000016000016,1001,200000016000016,1001,123456,19307,3682694
100099,200000017000017,1002,200000017000017,1002,123456,19308,3682796

